title,brand,price,old_price,discount_percent,rating,reviews_count,availability,url,image,badges
Вино ігристе Poderi Alti Lambrusco dell'Emilia червоне солодке напівсолодке 0.75 л 7.5% (8003325602777),Вино,168,279,40,,,Готово до відправки,https://rozetka.com.ua/ua/pr_i_v_i_s_r_l_8003325602777/p391754931/,https://content1.rozetka.com.ua/goods/images/big_tile/358208796.jpg,−40%
Вино херес Valdespino Pedro Ximinez El Candado червоне солодке 18% 0.75 л (8410792002144),Вино,1185,,,4.9,21,Невідомо,https://rozetka.com.ua/ua/valdespino_8410792002144/p104365374/,https://content.rozetka.com.ua/goods/images/big_tile/300699687.jpg,
Вино Emilio Lustau Oloroso Don Nuno Sherry біле сухе 0.75 л 20% (8412325000221),Вино,1019,1847,45,5.0,4,Готово до відправки,https://rozetka.com.ua/ua/emilio_lustau_8412325000221/p5604483/,https://content2.rozetka.com.ua/goods/images/big_tile/48329430.jpg,−45%
Вино Gato Negro Cabernet Sauvignon червоне сухе 0.75 л (7804300010638),Вино,249,335,26,4.3,24,Готово до відправки,https://rozetka.com.ua/ua/gato_negro_7804300010638/p12821664/,https://content1.rozetka.com.ua/goods/images/big_tile/10836744.jpg,−26%
Вино ігристе Radacini Rara Neagra Brut рожеве брют 0.75 л 12% (4840267009363),Вино,320,400,20,,,Невідомо,https://rozetka.com.ua/ua/radacini-4840267009363/p499544674/,https://content.rozetka.com.ua/goods/images/big_tile/536485384.jpg,−20%
Вино Marlborough Sun Riesling біле напівсухе 0.75 л (9418076001417),Вино,505,,,3.8,10,Невідомо,https://rozetka.com.ua/ua/marlborough_sun_9418076001417/p18562369/,https://content1.rozetka.com.ua/goods/images/big_tile/11059464.jpg,
Вино Bolgrad Кагор Український червоне десертне 0.75 л 16% (4820197563609),Вино,149,199,25,4.2,24,Невідомо,https://rozetka.com.ua/ua/bolgrad_4820013030070/p61464758/,https://content.rozetka.com.ua/goods/images/big_tile/323487796.jpg,
Вино ігристе Chandon Rose рожеве сухе 0.75 л 12% (7790975001340),Вино,759,1035,27,3.0,6,Готово до відправки,https://rozetka.com.ua/ua/chandon-7790975001340/p340577968/,https://content2.rozetka.com.ua/goods/images/big_tile/264267311.jpg,−27%
Напій винний слабоалкогольний ігристий ENTRE Fragolino Salute Bianco білий напівсолодкий 0.75 л 6.9% (4820236721465_4820271510079_4820271511366),Напій,146,189,23,4.6,16,Невідомо,https://rozetka.com.ua/ua/entre_4820236721465/p310591773/,https://content.rozetka.com.ua/goods/images/big_tile/194889112.jpg,
Набір вин Marlborough Sun Sauvignon Blanc біле сухе 0.75 л + Коктейль ігристе вино Santero Spritz Ready To Drink 958 0.25 л (1121001124997),Набір,542,672,19,,,Готово до відправки,https://rozetka.com.ua/ua/marlborough-sun-1121001124997/p544855380/,https://content.rozetka.com.ua/goods/images/big_tile/595873128.png,−19%
Вино Chateau Belair Le Potele Chardonnay Viognier Languedoc біле сухе 0.75 л (3700619362090),Вино,350,477,27,5.0,1,Невідомо,https://rozetka.com.ua/ua/bez-brenda-3700619362090/p538180354/,https://content.rozetka.com.ua/goods/images/big_tile/588607372.jpg,−27%
Вино TM Latinium Gewurztraminer біле напівсолодке 0.75 л (4003301089428),Вино,209,309,32,4.5,38,Невідомо,https://rozetka.com.ua/ua/latinium_4003301089428/p5066539/,https://content.rozetka.com.ua/goods/images/big_tile/10682602.jpg,−32%
Вино Teliani Valley Алазанська Долина біле напівсолодке 0.75 л 11.5% (4860065010064),Вино,149,229,35,4.7,10,Невідомо,https://rozetka.com.ua/ua/teliani_valley_4860065010064/p4885642/,https://content2.rozetka.com.ua/goods/images/big_tile/302949316.jpg,−35%
Вино Vino la Casa Rosso червоне напівсолодке 1 л (4840042012472),Вино,159,199,20,4.4,21,Готово до відправки,https://rozetka.com.ua/ua/vino_la_casa_4840042012472/p24739712/,https://content.rozetka.com.ua/goods/images/big_tile/11312908.jpg,−20%
Вино ігристе Odesa Prestige біле брют 0.75 л 10.5-12.5% (4820213960047_4820213961822),Вино,208,242,14,3.4,10,Готово до відправки,https://rozetka.com.ua/ua/odessa_4820213960047/p198915949/,https://content2.rozetka.com.ua/goods/images/big_tile/392380983.jpg,
Вино ігристе Decordi Prosecco Frizzante біле сухе 0.75 л 11% (8008820162801),Вино,277,482,43,4.2,7,Готово до відправки,https://rozetka.com.ua/ua/decordi_8008820162801/p183410018/,https://content.rozetka.com.ua/goods/images/big_tile/21712500.jpg,−43%
Вино Teliani Valley Кіндзмараулі червоне напівсолодке 0.75 л 11.5% (4860065010071),Вино,269,449,40,3.9,21,Невідомо,https://rozetka.com.ua/ua/teliani_valley_4860065010071/p4886496/,https://content.rozetka.com.ua/goods/images/big_tile/302949976.jpg,−40%
Вино Kartuli Vazi Цинандалі біле сухе 1.5 л (4860001689828_4860127040534),Вино,319,449,29,5.0,3,Невідомо,https://rozetka.com.ua/ua/kartuli_vazi_4860001689828/p267711896/,https://content1.rozetka.com.ua/goods/images/big_tile/178058861.jpg,−29%
Вино ігристе Villa Sandi «Il Fresco» Prosecco Spumante DOC Treviso Brut біле сухе 0.75 л 11% (8017494062034),Вино,565,591,4,,,Невідомо,https://rozetka.com.ua/ua/villa_sandi_8017494062034/p271470701/,https://content2.rozetka.com.ua/goods/images/big_tile/19846911.jpg,
Вино Purcari Каберне-Совіньон красное сухое 0.75 л (4840472005549),Вино,329,399,18,4.7,28,Готово до відправки,https://rozetka.com.ua/ua/purcari_4840472005549/p5708313/,https://content2.rozetka.com.ua/goods/images/big_tile/326828423.jpg,−18%
Вино Maschio dei Cavalieri Prosecco Spumante DOC Extra Dry біле сухе 0.75 л (8002550502333),Вино,599,670,11,,4,Невідомо,https://rozetka.com.ua/ua/maschio_dei_cavalieri_8002550502333/p39306944/,https://content.rozetka.com.ua/goods/images/big_tile/169297324.jpg,−11%
Вино Mateus Rose Sogrape Vinhos Рожеве Напівсухе 0.75 л (5601012011500),Вино,288,,,4.5,20,Є в наявності,https://rozetka.com.ua/ua/mateus_5601012011500/p32551055/,https://content.rozetka.com.ua/goods/images/big_tile/11589684.jpg,
Вино Shabo Reserve Херес десертне біле 0.75 л 16% (4820070403824),Вино,379,474,20,3.6,35,Невідомо,https://rozetka.com.ua/ua/shabo_4820070403824/p12277469/,https://content.rozetka.com.ua/goods/images/big_tile/606926531.jpg,
Напій на основі вина Фраголіно Morra Fragolino Rosso червоне солодке 0.75 л (8002915005660),Напій,164,204,20,4.4,12,Невідомо,https://rozetka.com.ua/ua/morra_8002915005660/p254304611/,https://content2.rozetka.com.ua/goods/images/big_tile/34253953.jpg,−20%
Вино Le Bonjour Blanc біле сухе 1 л 10.5% (3263286316044L),Вино,179,459,61,,,Готово до відправки,https://rozetka.com.ua/ua/le-bonjour-3263286316044l/p517013484/,https://content.rozetka.com.ua/goods/images/big_tile/557760233.jpg,−61%
Вино Shabo Limited Edition Мерло червоне напівсолодке 0.75 л 9-13% (4820070409277),Вино,379,396,4,4.6,6,Невідомо,https://rozetka.com.ua/ua/shabo-4820070409277/p399631608/,https://content2.rozetka.com.ua/goods/images/big_tile/372024143.jpg,
Вино ігристе Старий Тбілісі біле напівсухе 12.5% ​​0.75 л (4860004071019),Вино,254,309,18,5.0,5,Невідомо,https://rozetka.com.ua/ua/stariy_tbilisi_4860004071019/p12569510/,https://content.rozetka.com.ua/goods/images/big_tile/492863954.jpg,−18%
Напій винний Aznauri Вишня червоний напівсолодкий 1.5 л 8.5-10% (4820189294917),Напій,146,169,14,,,Невідомо,https://rozetka.com.ua/ua/aznauri-4820189294917/p495694259/,https://content2.rozetka.com.ua/goods/images/big_tile/531530926.png,
Вино LGI Wines Dark Apparition Marselan червоне сухе 0.75л (3700619331058),Вино,295,331,11,5.0,8,Невідомо,https://rozetka.com.ua/ua/lgi_wines_3700619331058/p256044226/,https://content.rozetka.com.ua/goods/images/big_tile/35071713.jpg,−11%
Вино Plantaze Vranac Pro Corde Vranac Pro Corde червоне сухе 0.75 л 13.5% (3899003001018),Вино,627,779,20,4.8,14,Невідомо,https://rozetka.com.ua/ua/plantaze_vranac_pro_corde_3899003001018/p110464588/,https://content.rozetka.com.ua/goods/images/big_tile/88151327.jpg,−20%
Вино Mateus Medium Sweet Rose рожеве напівсолодке 0.75 л (5601012000917),Вино,303,,,5.0,3,Невідомо,https://rozetka.com.ua/ua/mateus-5601012000917/p400957128/,https://content.rozetka.com.ua/goods/images/big_tile/452884388.jpg,
Вино Артемівське. Мрія ординарне столове напівсолодке червоне 0.75 л 9-13% (4820271510574),Вино,129,159,19,5.0,3,Невідомо,https://rozetka.com.ua/ua/artemovskoe-4820271510574/p417172491/,https://content2.rozetka.com.ua/goods/images/big_tile/407285368.jpg,
Вино Chateau Chizay Країна мрії Pinot Noir червоне сухе витримане 0.75 л 14% (4820001633689),Вино,512,,,4.2,6,Невідомо,https://rozetka.com.ua/ua/chateau_chizay_4820001633689/p160608050/,https://content1.rozetka.com.ua/goods/images/big_tile/436282154.jpg,
Вино Yellow Tail Rose рожеве сухе 0.75 л (9322214010486),Вино,335,425,21,,1,Готово до відправки,https://rozetka.com.ua/ua/yellow-tail-9322214016617/p417172476/,https://content2.rozetka.com.ua/goods/images/big_tile/407285266.jpg,АКЦІЯ
Вино Bianco Vegan-friendly Fermo White Still безалкогольне біле сухе 0.75 л 0% (8033116409780),Вино,299,320,7,,,Невідомо,https://rozetka.com.ua/ua/bianco-8033116409780/p516040264/,https://content2.rozetka.com.ua/goods/images/big_tile/589039228.jpg,−7%
Вино Mare Magnum Crudo Catarratto-Zibibbo Organic біле сухе 0.75 л (7340048603201),Вино,524,555,6,5.0,7,Невідомо,https://rozetka.com.ua/ua/mare_magnum_7340048603201/p248911045/,https://content2.rozetka.com.ua/goods/images/big_tile/31947117.jpg,−6%
Вино Tamada Хванчкара червоне напівсолодке 0.75 л 11.5% (4860004070050),Вино,798,1092,27,3.8,6,Готово до відправки,https://rozetka.com.ua/ua/tamada_4860004070050/p4768924/,https://content2.rozetka.com.ua/goods/images/big_tile/10679203.jpg,−27%
Вино ігристе Fabulas Malvasia Orange Vino Spumante Brut біле брют 0.75 л 12.5% (8053839490513),Вино,449,800,44,,,Невідомо,https://rozetka.com.ua/ua/fabulas-8053839490513/p520006674/,https://content.rozetka.com.ua/goods/images/big_tile/561814945.jpg,ТІЛЬКИ В ROZETKA
Вино Origin Wine Camden Park Shiraz червоне сухе 0.75 л 14% (6009676517717),Вино,519,597,13,,,Невідомо,https://rozetka.com.ua/ua/camden_park_6009676517717/p323463997/,https://content1.rozetka.com.ua/goods/images/big_tile/231227563.jpg,−13%
Вино ігристе 46 Parallel El Capitan Brut Rose рожеве брют 0.75 л 11.9% (4820233640110),Вино,380,,,4.2,8,Невідомо,https://rozetka.com.ua/ua/46_parallel_4820233640110/p185781646/,https://content2.rozetka.com.ua/goods/images/big_tile/617429624.png,
Вино ігристе ANDREOLA Cartizze Valdobbiadene Superiore Dry біле сухе 0.75 л 11.5% у подарунковій упаковці (8033286330105),Вино,1590,1936,18,,,Невідомо,https://rozetka.com.ua/ua/andreola-8033286330105/p441769013/,https://content.rozetka.com.ua/goods/images/big_tile/453956652.jpg,−18%
Вино Bougrier Pure Vallee Pinot Noir червоне сухе 0.75 л 12.5% (3172258001980),Вино,546,626,13,5.0,1,Готово до відправки,https://rozetka.com.ua/ua/bougrier-3172258001980/p388947573/,https://content1.rozetka.com.ua/goods/images/big_tile/353621820.jpg,−13%
Вино ігристе Elysee Cuvee Selection Rose Demi-Sec рожеве напівсухе 0.75 л 10.5 % (3438931023176),Вино,232,296,22,4.0,2,Готово до відправки,https://rozetka.com.ua/ua/elysee-3438931023176/p362547138/,https://content1.rozetka.com.ua/goods/images/big_tile/303809958.jpg,−22%
Вино My Wine by Eduard Gorodetsky ROSE ординарне столове рожеве сухе 0.75 л 12.5% (4820004385431),Вино,229,289,21,3.9,16,Невідомо,https://rozetka.com.ua/ua/my_wine_by_eduard_gorodetsky_4820004385431/p312293797/,https://content1.rozetka.com.ua/goods/images/big_tile/197372050.jpg,
Вино Tres Medallas Carmenere червоне сухе 0.75 л 11 - 14.5% (7804330006755),Вино,219,296,26,4.6,10,Готово до відправки,https://rozetka.com.ua/ua/tres_medallas_7804330006755/p127576194/,https://content1.rozetka.com.ua/goods/images/big_tile/185360453.jpg,−26%
Вино 770 Miles Cabernet Sauvignon червоне сухе 0.75 л (3263280102407),Вино,349,430,19,4.4,12,Невідомо,https://rozetka.com.ua/ua/les_grands_chais_de_france_3263280102407/p7117194/,https://content.rozetka.com.ua/goods/images/big_tile/624986651.png,−19%
Вино Audentia Sauvignon Blanc Vegan біле сухе 0.75 л 11.5% (8410388009397),Вино,229,420,45,,,Невідомо,https://rozetka.com.ua/ua/audentia-8410388009397/p498075574/,https://content.rozetka.com.ua/goods/images/big_tile/534272521.jpg,ТІЛЬКИ В ROZETKA
Вино ігристе Soffio Prosecco Millesimato Extra Dry DOC Veneto біле сухе 0.75 л 10.5% (8003625004486),Вино,429,765,44,,,Невідомо,https://rozetka.com.ua/ua/soffio_8003625004486/p310913323/,https://content1.rozetka.com.ua/goods/images/big_tile/195250839.jpg,−44%
Вино ігристе MASOTTINA Calmaggiore Prosecco Treviso Brut біле брют 0.75 л 11% (8016861181644),Вино,545,667,18,,,Є в наявності,https://rozetka.com.ua/ua/masottina-8016861181644/p443704166/,https://content2.rozetka.com.ua/goods/images/big_tile/457951218.jpg,−18%
Вино Aznauri Алазанська долина біле напівсолодке 1.5 л 9.0-13% (4820189291688),Вино,158,167,5,4.8,8,Невідомо,https://rozetka.com.ua/ua/aznauri_4820189291688/p226701691/,https://content2.rozetka.com.ua/goods/images/big_tile/339726618.jpg,
Вино ігристе Krimart біле екстра брют 0.75 л 10-13.5% (4820003351925),Вино,499,562,11,4.8,7,Невідомо,https://rozetka.com.ua/ua/krimart_4820003351925/p5844981/,https://content1.rozetka.com.ua/goods/images/big_tile/476833725.jpg,
Вино Chateau Chizay Розе Піно Нуар столове рожеве сухе 0.75 л 12.5% (4820001633481X),Вино,203,,,,,Готово до відправки,https://rozetka.com.ua/ua/chateau-chizay-4820001633481-h/p455874974/,https://content1.rozetka.com.ua/goods/images/big_tile/579811718.jpg,
Вино ігристе Torre Oria Cava Semi Seco біле напівсухе 0.75 л 11.5% (8410744000020_8410744012535),Вино,368,408,10,,,Невідомо,https://rozetka.com.ua/ua/torre_oria_8410744000020/p271470791/,https://content2.rozetka.com.ua/goods/images/big_tile/19846806.jpg,−10%
Вино Alianta Vin Muscat біле напівсолодке 3 л (4840042003104),Вино,329,399,18,4.1,18,Невідомо,https://rozetka.com.ua/ua/alianta_vin_4840042003104/p38942656/,https://content2.rozetka.com.ua/goods/images/big_tile/425562043.jpg,−18%
Вино Aznauri Сапераві червоне сухе 1.5 л 9.5-14% (4820189291664),Вино,158,170,7,4.1,12,Невідомо,https://rozetka.com.ua/ua/aznauri_4820189291664/p226701709/,https://content2.rozetka.com.ua/goods/images/big_tile/339727255.jpg,
Вино Covinca Terrai OVG13 0.75 л червоне сухе 14% (8424659103530),Вино,359,479,25,4.9,8,Готово до відправки,https://rozetka.com.ua/ua/covinca_8424659103530/p110022724/,https://content1.rozetka.com.ua/goods/images/big_tile/507238114.jpg,−25%
"Вино ігристе Pere Ventura Mas Pere Reserva Brut біле брют, 0.75 л 11.5% (8426998258759)",Вино,535,604,11,4.3,4,Невідомо,https://rozetka.com.ua/ua/pere_ventura_8426998258759/p291609483/,https://content2.rozetka.com.ua/goods/images/big_tile/172252170.jpg,−11%
Вино Chateau Chizay Cabernet червоне сухе 0.75 л 12.5% (4820001632699),Вино,285,306,7,4.0,1,Невідомо,https://rozetka.com.ua/ua/chateau_chizay_4820001632699/p341570161/,https://content1.rozetka.com.ua/goods/images/big_tile/375608753.jpg,
Вермут Dolin Rouge червоний солодкий 0.75 л 16% (3274510003760),Вермут,651,,,5.0,4,Невідомо,https://rozetka.com.ua/ua/dolin_3274510003760/p26537961/,https://content1.rozetka.com.ua/goods/images/big_tile/605394572.jpg,
Вино безалкогольне Vi-No Ze-Ro Cabernet Sauvignon червоне сухе 0.75 л 0% (4006542074383),Вино,289,499,42,2.7,3,Невідомо,https://rozetka.com.ua/ua/vi_no_ze_ro_4006542074383/p325461088/,https://content2.rozetka.com.ua/goods/images/big_tile/521879660.jpg,−42%
Ігристе вино Ca' Bianca Asti Spumante біле солодке 0.75 л (8000160602306),Ігристе,864,947,9,5.0,1,Невідомо,https://rozetka.com.ua/ua/ca_bianca_8000160602306/p6312765/,https://content.rozetka.com.ua/goods/images/big_tile/48463723.jpg,−9%
Вино Shabo Reserve Трамінер десертне рожеве 0.75 л 16% (4820070405675),Вино,289,349,17,4.1,18,Невідомо,https://rozetka.com.ua/ua/shabo_4820070405675/p31278223/,https://content2.rozetka.com.ua/goods/images/big_tile/481465796.jpg,
Вино ігристе Jacobs Creek Sparkling Rose рожеве сухе 0.75 л 11.5% (9300727620514),Вино,615,,,5.0,1,Є в наявності,https://rozetka.com.ua/ua/jacobs_creek_9300727013361/p39023520/,https://content2.rozetka.com.ua/goods/images/big_tile/345366068.jpg,
Вино ігристе BLUE NUN Chardonnay Brut біле брют 11% 0.75 л (3570590110276),Вино,399,700,43,,,Готово до відправки,https://rozetka.com.ua/ua/blue-nun-3570590110276/p520168009/,https://content2.rozetka.com.ua/goods/images/big_tile/562142587.jpg,−43%
Шампанське Veuve Clicquot Ponsandin Brut біле брют 0.75 л 12.5% (3049614222245),Шампанське,3338,4979,33,,,Готово до відправки,https://rozetka.com.ua/ua/veuve-clicquot-3049614222245/p448364957/,https://content1.rozetka.com.ua/goods/images/big_tile/512261625.jpg,ТІЛЬКИ В ROZETKA
Напій винний Aznauri Strawberry червоний напівсолодкий 0.75 л 8.5-10% (4820189294573),Напій,107,139,23,,,Готово до відправки,https://rozetka.com.ua/ua/aznauri-4820189294573/p496347524/,https://content2.rozetka.com.ua/goods/images/big_tile/533102730.png,
Вино Expert Club IGP Méditerranée червоне сухе 0.75 л 13.5% (3250391305933),Вино,239,350,32,,,Готово до відправки,https://rozetka.com.ua/ua/expert-club-3250391305933/p536667164/,https://content1.rozetka.com.ua/goods/images/big_tile/586810279.jpg,ТІЛЬКИ В ROZETKA
Вино ігристе Astoria Valdobbiadene Prosecco Superiore DOCG біле екстра сухе 0.75 л 11% (8003905080056),Вино,550,679,19,5.0,1,Невідомо,https://rozetka.com.ua/ua/astoria-8003905080056/p442278992/,https://content.rozetka.com.ua/goods/images/big_tile/454707034.jpg,ТІЛЬКИ В ROZETKA
Ігристе вино Ruggeri Ladaltempo Valdobbiadene Prosecco Superiore DOCG Brut 2017 біле брют 0.75 л 11.5% (8010391014380),Ігристе,3800,4779,20,,,Є в наявності,https://rozetka.com.ua/ua/ruggeri-8010391014380/p463885589/,https://content.rozetka.com.ua/goods/images/big_tile/493055447.jpg,−20%
Вино Prickly French Sauvignon Blanc біле сухе 0.75 л 12.5% (3700619328539),Вино,299,380,21,4.5,5,Готово до відправки,https://rozetka.com.ua/ua/prickly_french_3700619328539/p385466100/,https://content.rozetka.com.ua/goods/images/big_tile/346864285.jpg,ТІЛЬКИ В ROZETKA
Вино ігристе 46 Parallel Grand Admiral Brut Nature Rose рожеве брют 0.75 л 12.3% (4820233641100),Вино,899,1111,19,,,Невідомо,https://rozetka.com.ua/ua/46-parallel-4820233641100/p335393842/,https://content2.rozetka.com.ua/goods/images/big_tile/253186491.jpg,
Вино Старий Тбілісі Алаверді біле напівсухе 0.75 л 12% (4860004073358 4860004070203),Вино,269,,,5.0,9,Невідомо,https://rozetka.com.ua/ua/old_tbilisi_4860004073358/p6924093/,https://content.rozetka.com.ua/goods/images/big_tile/533341738.jpg,
Вино Vellevine Khvanchkara червоне напівсолодке 0.75 л (4860117330409),Вино,599,800,25,3.0,2,Готово до відправки,https://rozetka.com.ua/ua/vellevine-4860117330409/p416694417/,https://content1.rozetka.com.ua/goods/images/big_tile/406575890.jpg,−25%
Вино ігристе Fiorelli Prosecco Spumante Extra Dry DOC біле сухе 0.75 л 11% (8002915005998),Вино,324,479,32,5.0,3,Невідомо,https://rozetka.com.ua/ua/fiorelli_8002915005998/p138281726/,https://content2.rozetka.com.ua/goods/images/big_tile/175031479.jpg,АКЦІЯ
Вино Cola de Cometa біле сухе 0.75 л (8410702056670),Вино,125,181,31,4.7,7,Готово до відправки,https://rozetka.com.ua/ua/cola_de_cometa_8410702056670/p161864291/,https://content.rozetka.com.ua/goods/images/big_tile/19906194.jpg,−31%
Вино игристое Borgo Sole Fragolino Bianco белое сладкое 0.75 л (8008820162313),Вино,224,288,22,5.0,3,Є в наявності,https://rozetka.com.ua/ua/borgo_sole_8008820162313/p144161173/,https://content1.rozetka.com.ua/goods/images/big_tile/18676560.jpg,−22%
Алкогольний напій на основі вина Фраголіно San Mare зі смаком полуниці червоний 0.75 л 7.5% х 6 шт. (8008820160661),Алкогольний,999,1549,36,,,Є в наявності,https://rozetka.com.ua/ua/san-mare-8008820160661/p486241379/,https://content.rozetka.com.ua/goods/images/big_tile/522840177.jpg,−36%
Вино Масандра Піно Нуар Дель Мар червоне напівсолодке 0.75 л 9-13% (4820013375607),Вино,111,126,12,3.4,9,Готово до відправки,https://rozetka.com.ua/ua/masandra_4820013375607/p11627858/,https://content.rozetka.com.ua/goods/images/big_tile/606341772.jpg,
Вино Canti Pinot Grigio Veneto Blanc біле сухе 0.75 л (8005415045310_8005415056972),Вино,289,335,14,3.6,18,Невідомо,https://rozetka.com.ua/ua/canti_8005415045310_8005415056972/p26292209/,https://content1.rozetka.com.ua/goods/images/big_tile/312752840.jpg,−14%
Вино Shabo Limited Edition Мускат Оттонель біле напівсолодке 0.75 л 9-13% (4820070409260),Вино,389,,,3.7,4,Готово до відправки,https://rozetka.com.ua/ua/shabo-4820070409260/p399631605/,https://content1.rozetka.com.ua/goods/images/big_tile/372024138.jpg,
Ігристе вино Francois Martenot Cremant de Bourgogne Brut білий брют 0.75 л,Ігристе,1159,,,,,Невідомо,https://rozetka.com.ua/ua/francois-martenot-3120581440457/p444279071/,https://content.rozetka.com.ua/goods/images/big_tile/459064207.jpg,
Вино 46 Parallel El Capitan Rose рожеве сухе 0.75 л 12.6% (4820233640646),Вино,349,363,4,4.2,8,Невідомо,https://rozetka.com.ua/ua/46_parallel_4820233640646/p185780589/,https://content1.rozetka.com.ua/goods/images/big_tile/617422438.png,
Херес Jose Estevez Cream Leyenda Valdespino білий солодкий 0.75 л 17.5% (8412449104812),Херес,527,,,4.6,6,Невідомо,https://rozetka.com.ua/ua/jose_estevez_8412449104812/p319952773/,https://content2.rozetka.com.ua/goods/images/big_tile/390889066.jpg,
Вино Yellow Tail Merlot червоне сухе 0.75 л (9322214006328),Вино,349,439,21,4.4,7,Невідомо,https://rozetka.com.ua/ua/yellow_tail_9322214006328/p191357895/,https://content2.rozetka.com.ua/goods/images/big_tile/22268230.jpg,АКЦІЯ
Вермут Dolin Dry білий сухий 0.75 л 17.5% (3274510003753),Вермут,690,,,4.5,2,Невідомо,https://rozetka.com.ua/ua/dolin_3274510003753/p26535961/,https://content2.rozetka.com.ua/goods/images/big_tile/606142044.jpg,
Вино Shabo Резерв Мускат десертне біле 0.75 л 16% (4820070405637),Вино,319,331,4,3.9,31,Невідомо,https://rozetka.com.ua/ua/shabo_4820070405637/p31278095/,https://content2.rozetka.com.ua/goods/images/big_tile/606697518.jpg,
Вино Castellani Principesco Chianti червоне сухе 0.75 л 12% (8002153209943),Вино,310,386,20,4.8,6,Невідомо,https://rozetka.com.ua/ua/castellani_8002153209943/p46229632/,https://content2.rozetka.com.ua/goods/images/big_tile/12203001.jpg,−20%
Вино Astoria Il Puro Merlot Venezia DOC червоне сухе 0.75 л 13% (8003905040289),Вино,499,600,17,4.9,9,Невідомо,https://rozetka.com.ua/ua/astoria_wines_8003905040289/p380999280/,https://content2.rozetka.com.ua/goods/images/big_tile/339119364.jpg,ТІЛЬКИ В ROZETKA
Вино Purcari Freedom Blend червоне сухе 0.75 л (4840472017597_UA),Вино,443,477,7,4.6,6,Невідомо,https://rozetka.com.ua/ua/purcari-4840472017597-ua/p351831078/,https://content1.rozetka.com.ua/goods/images/big_tile/326823214.jpg,−7%
Шампанське Louis Roederer Collection carton gift box біле брют 0.75 л 12% (3114080414453_3114080404355),Шампанське,3959,4541,13,5.0,1,Невідомо,https://rozetka.com.ua/ua/louis-roederer-3114080410059/p361150965/,https://content.rozetka.com.ua/goods/images/big_tile/390621619.jpg,−13%
Вино ігристе Astoria Ventus Prosecco DOC Millesimato Brut біле брют 0.75 л 11% (8003905046281),Вино,377,400,6,,,Невідомо,https://rozetka.com.ua/ua/astoria-8003905046281/p516712624/,https://content.rozetka.com.ua/goods/images/big_tile/557255405.jpg,−6%
Портвейн Caves Santa Marta коричневий 10 років 0.75 л 20% (5601878430408),Портвейн,899,1900,53,2.0,3,Готово до відправки,https://rozetka.com.ua/ua/caves_santa_marta_5601878430408/p271157091/,https://content.rozetka.com.ua/goods/images/big_tile/44453390.jpg,ТІЛЬКИ В ROZETKA
Вино Showdown White Zinfandel виноградне натуральне 2023 рожеве напівсолодке 0.75 л 9.5% (3430560013030),Вино,319,600,47,,,Невідомо,https://rozetka.com.ua/ua/showdown-3430560013030/p530571054/,https://content1.rozetka.com.ua/goods/images/big_tile/579728900.jpg,ТІЛЬКИ В ROZETKA
"Вино Chateau Chizay ""Червоне Кюве"" червоне сухе ординарне столове 0.75 л 13% (4820001634044)",Вино,285,,,5.0,1,Готово до відправки,https://rozetka.com.ua/ua/chateau-chizay-4820001634044/p439876142/,https://content.rozetka.com.ua/goods/images/big_tile/449443108.jpg,
Вино ігристе Фрумушика-Нова Пет-Нат рожеве сухе 0.75 л 11% (4820234670178),Вино,651,,,4.0,3,Невідомо,https://rozetka.com.ua/ua/frumushika_nova_4820234670178/p414071016/,https://content1.rozetka.com.ua/goods/images/big_tile/398730970.jpg,
Вино ігристе Grande Vallee біле брют 0.75 л 10-13.5% (4820186961201),Вино,229,329,30,3.2,8,Невідомо,https://rozetka.com.ua/ua/grande_valley_4820186961201/p350847717/,https://content1.rozetka.com.ua/goods/images/big_tile/285501186.jpg,
Вино Chateau Chizay Піно Блан біле напівсухе 0.75 л 12% (4820001633702),Вино,212,,,3.5,4,Невідомо,https://rozetka.com.ua/ua/chateau_chizay_4820001633702/p211386373/,https://content1.rozetka.com.ua/goods/images/big_tile/579812364.jpg,
Портвейн Porto Valdouro Tawny Port Tawny червоне кріплене 0.75 л 19% (3263286518288),Портвейн,619,656,6,4.7,14,Невідомо,https://rozetka.com.ua/ua/porto_valdouro_3263286518288/p25394377/,https://content.rozetka.com.ua/goods/images/big_tile/606926535.jpg,−6%
Вино Comte De Blavignac AOP Bordeaux Oak Barrell червоне сухе 0.75 л 14% (3531380027440),Вино,299,440,32,,,Невідомо,https://rozetka.com.ua/ua/comte-de-blavignac-3531380027440/p536667399/,https://content.rozetka.com.ua/goods/images/big_tile/586810972.jpg,ТІЛЬКИ В ROZETKA
Вино Castellani Chianti Riserva DOCG червоне сухе 0.75 л 12.5% ​​(8002153008324),Вино,394,414,5,4.2,5,Невідомо,https://rozetka.com.ua/ua/castellan_8002153008324/p19023494/,https://content.rozetka.com.ua/goods/images/big_tile/11083693.jpg,
Вино ігристе La Tordera Prosecco Treviso DOC Alne Millesimato Spumante біле екстра сухе 0.75 л 11.5% в подарунковій упаковці (8033011569039),Вино,511,590,13,,,Невідомо,https://rozetka.com.ua/ua/la-tordera-8033011569039/p409158888/,https://content1.rozetka.com.ua/goods/images/big_tile/389898629.jpg,−13%
